employee_id,p_attrition,median_survival_months,ev,risk_tier,top_shap_drivers,band,circle,department,gender,tenure_months,compa_ratio,perf_rating_current,months_since_promotion,months_since_hike
JIO10094,0.9999999999998697,150.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 48.4805}, {""feature"": ""login_freq_30d"", ""shap"": -38.0799}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",3.0,Delhi,HR,F,104.0,1.036,3.73,26.0,21.0
JIO10093,1.0,103.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""login_freq_30d"", ""shap"": -19.5481}, {""feature"": ""career_tenure_at_band"", ""shap"": -5.5239}]",7.0,UP East,IT,F,48.0,1.036,3.32,11.0,10.0
JIO10092,1.0,52.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 44.6927}, {""feature"": ""career_promotion_velocity"", ""shap"": 13.2902}, {""feature"": ""career_tenure_at_band"", ""shap"": -12.6044}]",4.0,Karnataka,Network,M,57.0,0.846,3.63,25.0,16.0
JIO10091,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""login_freq_30d"", ""shap"": -43.0923}, {""feature"": ""career_promotion_velocity"", ""shap"": 36.595}]",4.0,Mumbai,Network,F,157.0,1.051,2.88,27.0,12.0
JIO10089,1.0,51.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -15.6853}, {""feature"": ""leave_days_30d"", ""shap"": 3.8508}]",4.0,UP East,HR,M,8.0,1.123,3.97,5.0,11.0
JIO10088,1.0,168.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 120.6874}, {""feature"": ""login_freq_30d"", ""shap"": -41.5288}, {""feature"": ""career_promotion_velocity"", ""shap"": 39.1586}]",3.0,Tamil Nadu,Finance,M,84.0,1.044,4.24,41.0,16.0
JIO10087,1.0,173.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""login_freq_30d"", ""shap"": -51.1166}, {""feature"": ""career_promotion_velocity"", ""shap"": 40.0908}]",4.0,Rajasthan,IT,F,172.0,0.867,4.19,10.0,0.0
JIO10118,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""career_promotion_velocity"", ""shap"": 35.4298}, {""feature"": ""login_freq_30d"", ""shap"": -33.4125}]",4.0,Punjab,IT,M,152.0,1.15,2.4,22.0,16.0
JIO10117,1.0,167.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 111.7469}, {""feature"": ""career_promotion_velocity"", ""shap"": 50.3449}, {""feature"": ""login_freq_30d"", ""shap"": -46.3572}]",3.0,Maharashtra,Operations,F,108.0,1.007,3.33,37.0,23.0
JIO10116,1.0,178.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 143.0388}, {""feature"": ""career_promotion_velocity"", ""shap"": 59.6669}, {""feature"": ""login_freq_30d"", ""shap"": -49.5991}]",3.0,Gujarat,Operations,M,128.0,0.87,2.43,45.0,10.0
JIO10115,1.0,169.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""career_promotion_velocity"", ""shap"": 64.7939}, {""feature"": ""login_freq_30d"", ""shap"": -20.3298}]",3.0,Rajasthan,Finance,M,139.0,0.917,4.14,17.0,23.0
JIO10114,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 98.336}, {""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""career_promotion_velocity"", ""shap"": 24.5542}]",5.0,Rajasthan,Operations,M,158.0,1.1,2.48,34.0,21.0
JIO10113,1.0,115.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 47.0822}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""login_freq_30d"", ""shap"": -19.87}]",3.0,Rajasthan,Sales,M,101.0,1.033,2.95,7.0,0.0
JIO10112,1.0,67.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 75.9847}, {""feature"": ""login_freq_30d"", ""shap"": -37.896}, {""feature"": ""leave_days_30d"", ""shap"": 9.9954}]",3.0,Tamil Nadu,IT,M,8.0,0.819,3.65,1.0,11.0
JIO10111,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""career_promotion_velocity"", ""shap"": 76.4464}, {""feature"": ""login_freq_30d"", ""shap"": -41.8966}]",3.0,UP East,Finance,F,164.0,1.025,4.42,36.0,15.0
JIO10110,1.0,138.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 120.6874}, {""feature"": ""career_promotion_velocity"", ""shap"": 48.4805}, {""feature"": ""login_freq_30d"", ""shap"": -35.0449}]",3.0,Delhi,Finance,M,104.0,0.897,3.55,1.0,12.0
JIO10109,1.0,125.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 120.6874}, {""feature"": ""login_freq_30d"", ""shap"": -42.5864}, {""feature"": ""career_tenure_at_band"", ""shap"": -21.2022}]",7.0,West Bengal,Operations,M,62.0,1.246000000000005,2.62,42.0,15.0
JIO10108,1.0,178.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""career_promotion_velocity"", ""shap"": 72.7176}, {""feature"": ""login_freq_30d"", ""shap"": -57.1866}]",3.0,Gujarat,IT,F,156.0,1.001,3.43,8.0,14.0
JIO10107,1.0,164.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 98.336}, {""feature"": ""career_tenure_at_band"", ""shap"": -23.731}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.913}]",5.0,Karnataka,IT,M,141.0,1.161,2.86,47.0,22.0
JIO10106,1.0,93.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""login_freq_30d"", ""shap"": -30.8373}, {""feature"": ""career_tenure_at_band"", ""shap"": -10.0757}]",4.0,Karnataka,Network,M,27.0,1.086,5.0,20.0,19.0
JIO10105,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 102.8063}, {""feature"": ""login_freq_30d"", ""shap"": -35.0219}, {""feature"": ""career_promotion_velocity"", ""shap"": 26.1078}]",5.0,Gujarat,HR,M,168.0,1.144,4.79,36.0,14.0
JIO10104,1.0,139.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""login_freq_30d"", ""shap"": -28.4921}, {""feature"": ""career_promotion_velocity"", ""shap"": 28.4383}]",3.0,UP East,Sales,F,61.0,0.887,2.42,32.0,10.0
JIO10132,1.0,133.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 75.9847}, {""feature"": ""career_promotion_velocity"", ""shap"": 72.2515}, {""feature"": ""login_freq_30d"", ""shap"": -19.594}]",3.0,Tamil Nadu,HR,M,155.0,0.848,4.05,6.0,14.0
JIO10131,1.0,41.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""login_freq_30d"", ""shap"": -21.3875}, {""feature"": ""career_tenure_at_band"", ""shap"": -6.5354}]",4.0,Rajasthan,IT,M,25.0,0.746,3.86,13.0,22.0
JIO10130,1.0,156.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 98.336}, {""feature"": ""login_freq_30d"", ""shap"": -53.7607}, {""feature"": ""career_promotion_velocity"", ""shap"": 31.2349}]",3.0,Punjab,HR,M,67.0,0.987,3.78,31.0,3.0
JIO10127,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 93.8658}, {""feature"": ""login_freq_30d"", ""shap"": -52.4042}, {""feature"": ""career_promotion_velocity"", ""shap"": 40.7899}]",4.0,Tamil Nadu,HR,M,175.0,1.022,3.46,12.0,16.0
JIO10126,0.9999999996539353,66.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -40.77}, {""feature"": ""leave_days_30d"", ""shap"": 4.817}]",6.0,Karnataka,Sales,M,2.0,0.94,3.7,2.0,12.0
JIO10125,1.0,171.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -41.7587}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.04}]",4.0,Karnataka,Finance,M,116.0,1.005,3.36,45.0,19.0
JIO10124,1.0,171.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 55.0059}, {""feature"": ""login_freq_30d"", ""shap"": -39.5744}, {""feature"": ""recency_manager_change"", ""shap"": 35.7522}]",3.0,Rajasthan,Operations,M,118.0,1.006,4.24,39.0,9.0
JIO10122,1.0,136.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""login_freq_30d"", ""shap"": -35.4818}, {""feature"": ""career_tenure_at_band"", ""shap"": -21.2022}]",4.0,Karnataka,HR,F,42.0,1.01,4.4,42.0,16.0
JIO10121,1.0,65.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 102.8063}, {""feature"": ""login_freq_30d"", ""shap"": -42.6784}, {""feature"": ""career_tenure_at_band"", ""shap"": -8.0526}]",5.0,Punjab,Sales,M,16.0,0.992,4.36,16.0,6.0
JIO10120,1.0,101.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 143.0388}, {""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""career_tenure_at_band"", ""shap"": -17.1562}]",4.0,Tamil Nadu,Finance,M,62.0,0.918,3.15,34.0,9.0
JIO10119,1.0,107.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 143.0388}, {""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""career_promotion_velocity"", ""shap"": 11.0373}]",5.0,Karnataka,Finance,M,71.0,1.208,3.54,15.0,22.0
JIO10150,1.0,127.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 62.4635}, {""feature"": ""login_freq_30d"", ""shap"": -15.2945}, {""feature"": ""recency_manager_change"", ""shap"": 13.4008}]",3.0,Punjab,Network,M,134.0,0.946,3.62,5.0,12.0
JIO10149,0.9999999997287599,170.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -44.4718}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.9511}]",4.0,Punjab,Technology,M,77.0,1.15,4.7,32.0,20.0
JIO10146,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 71.5144}, {""feature"": ""career_promotion_velocity"", ""shap"": 26.2632}, {""feature"": ""login_freq_30d"", ""shap"": -23.4338}]",5.0,Rajasthan,HR,M,169.0,0.977,4.05,43.0,0.0
JIO10144,1.0,169.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""career_promotion_velocity"", ""shap"": 39.8577}, {""feature"": ""login_freq_30d"", ""shap"": -17.7777}]",4.0,UP East,Finance,F,171.0,0.87,4.53,32.0,11.0
JIO10143,1.0,119.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -38.5168}, {""feature"": ""career_promotion_velocity"", ""shap"": 11.5423}]",6.0,Maharashtra,HR,M,99.0,0.943,2.6,3.0,4.0
JIO10141,1.0,59.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 71.5144}, {""feature"": ""login_freq_30d"", ""shap"": -27.1126}, {""feature"": ""career_promotion_velocity"", ""shap"": 8.3961}]",5.0,Tamil Nadu,Operations,M,54.0,1.117,2.58,10.0,16.0
JIO10140,0.999999999999986,120.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -35.9416}, {""feature"": ""career_tenure_at_band"", ""shap"": -6.5354}]",5.0,Maharashtra,Network,F,39.0,0.967,3.71,13.0,10.0
JIO10139,1.0,173.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 36.595}, {""feature"": ""recency_manager_change"", ""shap"": 35.7522}, {""feature"": ""career_tenure_at_band"", ""shap"": -23.731}]",4.0,Tamil Nadu,Sales,M,157.0,1.087,3.59,47.0,18.0
JIO10135,0.9999994743230533,112.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -32.1019}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.913}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}]",3.0,Delhi,Sales,M,47.0,1.246000000000005,3.86,1.0,9.0
JIO11750,1.0,108.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""login_freq_30d"", ""shap"": -37.712}, {""feature"": ""career_promotion_velocity"", ""shap"": 7.93}]",4.0,Gujarat,HR,M,34.0,0.896,3.34,15.0,2.0
JIO11749,1.0,64.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 151.9793}, {""feature"": ""login_freq_30d"", ""shap"": -31.6191}, {""feature"": ""career_tenure_at_band"", ""shap"": -7.0411}]",5.0,Delhi,Sales,F,18.0,0.986,4.0,14.0,12.0
JIO11747,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 81.5735}, {""feature"": ""login_freq_30d"", ""shap"": -39.8733}, {""feature"": ""career_tenure_at_band"", ""shap"": -22.7195}]",3.0,Rajasthan,Operations,M,175.0,0.959,3.37,45.0,7.0
JIO11746,1.0,154.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -52.4042}, {""feature"": ""career_promotion_velocity"", ""shap"": 34.0315}]",3.0,Tamil Nadu,Technology,M,73.0,1.003,3.8,3.0,9.0
JIO11745,0.999999997166968,172.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -51.9673}, {""feature"": ""career_promotion_velocity"", ""shap"": 50.3449}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",3.0,West Bengal,Operations,M,108.0,0.986,3.65,21.0,16.0
JIO11744,1.0,175.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 66.6583}, {""feature"": ""login_freq_30d"", ""shap"": -38.3328}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",3.0,Punjab,Finance,M,143.0,0.929,3.63,34.0,18.0
JIO11743,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -43.851}, {""feature"": ""career_promotion_velocity"", ""shap"": 40.7899}]",4.0,Tamil Nadu,HR,M,175.0,1.081,3.98,22.0,22.0
JIO11742,1.0,172.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 143.0388}, {""feature"": ""career_promotion_velocity"", ""shap"": 41.4891}, {""feature"": ""login_freq_30d"", ""shap"": -26.8596}]",4.0,Maharashtra,HR,M,178.0,0.949,2.69,6.0,16.0
JIO11741,0.9999999995707736,154.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -51.8753}, {""feature"": ""career_promotion_velocity"", ""shap"": 33.3324}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",4.0,Delhi,IT,M,143.0,0.831,3.74,1.0,12.0
JIO11740,0.9999999999611882,151.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -43.2762}, {""feature"": ""recency_manager_change"", ""shap"": 40.2225}, {""feature"": ""career_promotion_velocity"", ""shap"": 24.7095}]",4.0,Maharashtra,HR,M,106.0,0.864,2.97,15.0,1.0
JIO11739,1.0,70.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""login_freq_30d"", ""shap"": -46.4032}, {""feature"": ""leave_days_30d"", ""shap"": 6.206}]",3.0,Delhi,Operations,M,12.0,0.871,2.91,3.0,10.0
JIO11737,1.0,93.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""login_freq_30d"", ""shap"": -40.977}, {""feature"": ""leave_days_30d"", ""shap"": 5.9795}]",4.0,Mumbai,HR,M,9.0,1.081,3.75,6.0,21.0
JIO11736,1.0,132.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 98.336}, {""feature"": ""login_freq_30d"", ""shap"": -38.6547}, {""feature"": ""career_promotion_velocity"", ""shap"": 31.2349}]",3.0,Tamil Nadu,Network,M,67.0,0.92,3.93,23.0,8.0
JIO11735,1.0,164.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 71.5144}, {""feature"": ""login_freq_30d"", ""shap"": -49.99}, {""feature"": ""career_promotion_velocity"", ""shap"": 18.0288}]",5.0,Karnataka,Finance,F,116.0,1.137,5.0,30.0,23.0
JIO10166,0.9999996016456959,112.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""career_tenure_at_band"", ""shap"": -21.708}, {""feature"": ""login_freq_30d"", ""shap"": -19.755}]",5.0,Karnataka,Technology,F,100.0,0.763,2.88,43.0,13.0
JIO10165,0.9999999957226597,90.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 16.5528}, {""feature"": ""career_tenure_at_band"", ""shap"": -12.6044}, {""feature"": ""login_freq_30d"", ""shap"": -8.4198}]",4.0,Gujarat,IT,F,71.0,0.753,3.61,25.0,13.0
JIO10162,1.0,121.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 89.3955}, {""feature"": ""login_freq_30d"", ""shap"": -47.0239}, {""feature"": ""career_promotion_velocity"", ""shap"": 34.4976}]",3.0,Mumbai,Network,M,74.0,0.979,3.55,11.0,23.0
JIO10161,1.0,63.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""login_freq_30d"", ""shap"": -41.5058}, {""feature"": ""career_promotion_velocity"", ""shap"": 12.591}]",3.0,Rajasthan,Finance,M,27.0,0.924,3.31,12.0,22.0
JIO10159,0.999999999999962,149.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -40.908}, {""feature"": ""recency_manager_change"", ""shap"": 35.7522}, {""feature"": ""career_promotion_velocity"", ""shap"": 35.4298}]",3.0,Maharashtra,Finance,M,76.0,0.809,3.51,21.0,22.0
JIO10157,1.0,173.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 60.5991}, {""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -23.4798}]",3.0,Mumbai,HR,M,130.0,0.994,3.78,29.0,5.0
JIO10156,1.0,138.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 84.9252}, {""feature"": ""login_freq_30d"", ""shap"": -50.0359}, {""feature"": ""career_tenure_at_band"", ""shap"": -16.6505}]",6.0,Mumbai,Sales,M,105.0,0.959,3.49,33.0,14.0
JIO10155,1.0,73.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 143.0388}, {""feature"": ""login_freq_30d"", ""shap"": -43.3222}, {""feature"": ""leave_days_30d"", ""shap"": 4.8623}]",6.0,West Bengal,IT,M,2.0,1.113,3.34,1.0,22.0
JIO10154,1.0,93.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 84.9252}, {""feature"": ""login_freq_30d"", ""shap"": -41.6437}, {""feature"": ""leave_days_30d"", ""shap"": 6.5079}]",3.0,Gujarat,Operations,M,6.0,1.01,3.5,4.0,22.0
JIO10153,1.0,125.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -35.5278}, {""feature"": ""career_promotion_velocity"", ""shap"": 34.9637}]",3.0,Tamil Nadu,Sales,F,75.0,1.125,3.93,18.0,21.0
JIO10152,1.0,174.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 93.8658}, {""feature"": ""login_freq_30d"", ""shap"": -31.6421}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.1907}]",6.0,Tamil Nadu,Operations,M,170.0,0.87,3.87,40.0,7.0
JIO10151,0.9999999999975118,105.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 37.2942}, {""feature"": ""login_freq_30d"", ""shap"": -33.2285}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",3.0,Delhi,IT,F,80.0,1.071,2.96,33.0,12.0
JIO10182,1.0,40.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""login_freq_30d"", ""shap"": -37.5971}, {""feature"": ""leave_days_30d"", ""shap"": 6.0701}]",3.0,West Bengal,Technology,M,4.0,1.082,3.24,3.0,4.0
JIO10180,1.0,150.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 84.9252}, {""feature"": ""career_promotion_velocity"", ""shap"": 63.8618}, {""feature"": ""login_freq_30d"", ""shap"": -24.0086}]",3.0,UP East,IT,M,137.0,0.959,3.13,34.0,17.0
JIO10179,1.0,129.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""login_freq_30d"", ""shap"": -33.8493}, {""feature"": ""career_promotion_velocity"", ""shap"": 18.4172}]",4.0,Delhi,IT,M,79.0,1.133,3.36,34.0,21.0
JIO10178,1.0,151.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -29.9406}, {""feature"": ""career_promotion_velocity"", ""shap"": 25.4087}]",4.0,West Bengal,Sales,M,109.0,0.96,4.16,47.0,22.0
JIO10177,0.9999999999999774,173.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 40.2225}, {""feature"": ""login_freq_30d"", ""shap"": -39.0226}, {""feature"": ""career_promotion_velocity"", ""shap"": 34.2645}]",4.0,Karnataka,Finance,M,147.0,1.017,3.58,28.0,10.0
JIO10176,1.0,123.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""login_freq_30d"", ""shap"": -36.8843}, {""feature"": ""career_tenure_at_band"", ""shap"": -17.662}]",5.0,Rajasthan,Finance,F,45.0,0.934,3.23,35.0,19.0
JIO10175,1.0,164.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -44.1039}, {""feature"": ""career_promotion_velocity"", ""shap"": 25.8748}]",4.0,Mumbai,Technology,F,111.0,0.963,3.64,33.0,22.0
JIO10174,1.0,144.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -38.2179}, {""feature"": ""career_promotion_velocity"", ""shap"": 24.4765}]",4.0,Mumbai,IT,F,105.0,1.017,3.19,44.0,17.0
JIO10171,1.0,169.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 75.9847}, {""feature"": ""career_promotion_velocity"", ""shap"": 48.4805}, {""feature"": ""login_freq_30d"", ""shap"": -43.5291}]",3.0,UP East,IT,F,104.0,0.991,3.89,11.0,1.0
JIO10170,1.0,166.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -47.8747}, {""feature"": ""career_promotion_velocity"", ""shap"": 34.0315}]",4.0,Karnataka,Finance,M,146.0,0.78,2.54,29.0,11.0
