employee_id,band,circle,department,gender,tenure_months,months_since_promotion,months_since_hike,months_since_manager_changed,compa_ratio,perf_rating_current,hike_vs_band_median,login_freq_30d,training_completions_90d,leave_days_30d,login_freq_slope_30d,performance_rating_delta,peer_attrition_count_90d,manager_attrition_rate_6m,team_size_change_pct,attrition_flag
JIO10155,6.0,West Bengal,IT,M,2.0,1.0,22.0,32.0,1.113,3.34,3.13,18.85,5.0,3.21,0.525,-0.242,2.0,0.059,0.096,0.0
JIO10156,6.0,Mumbai,Sales,M,105.0,33.0,14.0,19.0,0.959,3.49,2.17,21.77,1.0,2.82,-0.075,-0.444,0.0,0.139,0.045,0.0
JIO10157,3.0,Mumbai,HR,M,130.0,29.0,5.0,12.0,0.994,3.78,-0.63,10.22,1.0,0.0,0.193,0.293,3.0,0.161,-0.008,0.0
JIO10158,5.0,Maharashtra,Technology,M,70.0,41.0,23.0,1.0,0.939,3.14,-1.22,16.67,3.0,1.68,0.167,-0.105,1.0,0.175,0.092,0.0
JIO10159,3.0,Maharashtra,Finance,M,76.0,21.0,22.0,8.0,0.809,3.51,-3.73,17.8,5.0,3.86,0.334,0.182,0.0,0.065,-0.008,0.0
JIO10160,4.0,Tamil Nadu,Technology,M,54.0,0.0,3.0,2.0,0.971,3.17,-1.88,25.0,4.0,4.38,0.07,-0.254,1.0,0.051,-0.056,0.0
JIO10161,3.0,Rajasthan,Finance,M,27.0,12.0,22.0,30.0,0.924,3.31,0.55,18.06,4.0,4.83,-0.843,0.352,3.0,0.158,0.103,0.0
JIO10162,3.0,Mumbai,Network,M,74.0,11.0,23.0,20.0,0.979,3.55,0.05,20.46,2.0,1.93,-0.375,0.146,2.0,0.027,-0.129,0.0
JIO10163,5.0,Punjab,Finance,M,96.0,8.0,3.0,1.0,0.843,3.37,0.11,24.61,2.0,2.13,0.388,0.564,0.0,0.472,0.086,0.0
JIO10164,4.0,Tamil Nadu,HR,M,19.0,13.0,16.0,2.0,0.967,2.79,2.86,14.1,2.0,4.85,-0.075,-0.104,0.0,0.045,-0.104,1.0
JIO10165,4.0,Gujarat,IT,F,71.0,25.0,13.0,1.0,0.753,3.61,0.58,3.66999999999989,2.0,5.23,-0.583,-0.108,4.0,0.148,-0.041,1.0
JIO10166,5.0,Karnataka,Technology,F,100.0,43.0,13.0,5.0,0.763,2.88,-0.73,8.6,2.0,4.97,-0.429,-0.398,1.0,0.163,-0.053,1.0
JIO10167,4.0,Punjab,IT,M,14.0,5.0,11.0,14.0,0.941,4.03,-0.88,17.69,0.0,4.56,0.369,-0.2,2.0,0.024,-0.056,0.0
JIO10168,4.0,Karnataka,Sales,M,139.0,20.0,19.0,34.0,0.723,3.69,-0.15,21.01,1.0,3.43,0.052,0.402,0.0,0.205,0.013,0.0
JIO10169,7.0,Delhi,HR,M,70.0,23.0,0.0,3.0,0.909,2.44,-1.8,15.14,2.0,1.59,-0.244,0.17,0.0,0.012,-0.052,0.0
JIO10170,4.0,Karnataka,Finance,M,146.0,29.0,11.0,15.0,0.78,2.54,-3.59,20.83,4.0,6.62,-0.109,-0.189,0.0,0.033,-0.018,0.0
JIO10171,3.0,UP East,IT,F,104.0,11.0,1.0,17.0,0.991,3.89,-1.49,18.94,2.0,1.69,0.735,0.257,0.0,0.246,0.025,0.0
JIO10172,4.0,Karnataka,HR,M,99.0,20.0,5.0,1.0,0.878,2.76,-2.65,9.35,0.0,1.16,-0.716,-0.427,3.0,0.303,-0.093,1.0
JIO10173,5.0,Gujarat,Operations,M,110.0,44.0,15.0,2.0,0.942,2.47,1.96,6.5,2.0,3.02,-1.026,-0.801,3.0,0.322,-0.147,1.0
JIO10174,4.0,Mumbai,IT,F,105.0,44.0,17.0,15.0,1.017,3.19,0.84,16.63,0.0,2.42,0.119,-0.021,0.0,0.504,-0.238,1.0
JIO10175,4.0,Mumbai,Technology,F,111.0,33.0,22.0,33.0,0.963,3.64,-4.6,19.19,3.0,1.07,0.078,-0.01,0.0,0.011,-0.077,0.0
JIO10176,5.0,Rajasthan,Finance,F,45.0,35.0,19.0,24.0,0.934,3.23,0.4,16.05,3.0,2.35,0.54,-0.24,0.0,0.006,-0.043,0.0
JIO10177,4.0,Karnataka,Finance,M,147.0,28.0,10.0,9.0,1.017,3.58,-3.43,16.98,5.0,0.03,0.392,-0.137,1.0,0.299,-0.018,0.0
JIO10178,4.0,West Bengal,Sales,M,109.0,47.0,22.0,26.0,0.96,4.16,-4.43,13.03,4.0,7.08,0.312,-0.712,4.0,0.203,0.074,1.0
JIO10179,4.0,Delhi,IT,M,79.0,34.0,21.0,24.0,1.133,3.36,1.45,14.73,1.0,3.66,0.172,-0.37,1.0,0.153,0.032,0.0
JIO10180,3.0,UP East,IT,M,137.0,34.0,17.0,19.0,0.959,3.13,-0.67,10.45,3.0,1.61,-0.479,-0.327,0.0,0.194,-0.053,0.0
JIO10181,7.0,Punjab,Sales,M,71.0,38.0,22.0,11.0,1.014,4.21,1.5,24.43,4.0,1.15,-0.457,0.069,0.0,0.286,-0.044,0.0
JIO10182,3.0,West Bengal,Technology,M,4.0,3.0,4.0,29.0,1.082,3.24,1.2,16.36,2.0,4.01,-0.538,-0.221,2.0,0.309,-0.161,0.0
JIO10183,5.0,Rajasthan,Network,M,80.0,6.0,20.0,15.0,0.832,3.49,1.01,10.77,2.0,1.82,0.119,-0.124,1.0,0.142,-0.078,0.0
JIO10184,3.0,UP East,Finance,M,72.0,21.0,17.0,12.0,0.934,4.7,0.45,10.41,3.0,2.49,0.227,-0.213,1.0,0.163,-0.021,0.0
JIO10185,3.0,Tamil Nadu,Network,F,170.0,14.0,15.0,14.0,0.9,4.22,6.91,12.51,4.0,0.0,-0.035,-0.387,0.0,0.004,-0.055,0.0
JIO10186,4.0,Delhi,Operations,F,51.0,8.0,1.0,33.0,1.099,4.24,-0.51,20.7,7.0,2.26,0.083,-0.064,1.0,0.002,-0.065,0.0
JIO10187,4.0,Maharashtra,Network,M,62.0,10.0,7.0,26.0,1.014,4.22,-2.97,17.07,4.0,2.6,0.846,0.373,3.0,0.105,0.051,0.0
JIO10188,3.0,Karnataka,Finance,M,91.0,27.0,7.0,10.0,0.978,3.92,2.17,13.61,2.0,4.14,-0.708,0.161,0.0,0.11,-0.063,0.0
JIO10189,7.0,Maharashtra,Sales,M,65.0,44.0,8.0,19.0,1.036,3.37,1.7,17.91,0.0,1.55,-0.119,-0.124,1.0,0.574,0.084,0.0
JIO10190,3.0,Gujarat,Operations,M,103.0,11.0,6.0,1.0,0.968,3.29,-0.42,5.5,2.0,4.98,-1.668,0.331,0.0,0.129,-0.188,1.0
JIO10191,5.0,Gujarat,Finance,F,101.0,21.0,1.0,9.0,1.132,2.52,-4.81,13.86,4.0,5.8,-0.12,-0.682,1.0,0.409,-0.031,1.0
JIO10192,6.0,Mumbai,HR,M,74.0,35.0,3.0,14.0,0.738,3.85,-2.37,5.46,2.0,2.53,-0.962,-0.333,4.0,0.336,-0.114,1.0
JIO10193,3.0,Delhi,Finance,F,98.0,30.0,12.0,1.0,0.923,3.62,-0.16,16.8,1.0,0.73,0.878,-0.098,0.0,0.009,0.065,0.0
JIO10194,4.0,West Bengal,Technology,M,44.0,24.0,1.0,5.0,0.99,3.43,-2.17,9.31,5.0,4.95,0.675,-0.282,0.0,0.004,-0.066,0.0
JIO10195,7.0,Maharashtra,Operations,F,20.0,10.0,14.0,28.0,1.083,4.27,-2.29,25.0,2.0,1.96,0.388,0.086,0.0,0.079,0.012,0.0
JIO10196,3.0,Gujarat,Operations,M,107.0,29.0,15.0,12.0,0.888,1.82,-8.02,17.33,1.0,4.87,0.421,-0.152,0.0,0.053,-0.097,0.0
JIO10197,3.0,Delhi,HR,M,104.0,40.0,9.0,5.0,1.0,2.84,3.41,13.37,2.0,3.48,-0.503,0.268,0.0,0.316,0.093,0.0
JIO10198,4.0,Tamil Nadu,HR,M,173.0,21.0,3.0,28.0,0.804,3.08,-0.69,14.87,2.0,2.58,-0.174,-0.396,3.0,0.344,-0.076,1.0
JIO10199,6.0,Karnataka,HR,F,127.0,2.0,11.0,4.0,0.979,2.64,-5.58,18.33,0.0,2.44,0.201,-0.312,1.0,0.003,0.01,0.0
JIO10200,4.0,UP East,IT,F,160.0,2.0,0.0,24.0,1.223,2.95,-1.96,18.93,3.0,1.49,0.266,-0.215,1.0,0.217,0.1,0.0
JIO10201,6.0,Tamil Nadu,Finance,F,112.0,12.0,17.0,22.0,1.062,3.03,2.2,19.04,1.0,4.03,0.349,-0.194,1.0,0.102,0.002,0.0
JIO10202,4.0,Delhi,Sales,M,33.0,32.0,21.0,1.0,0.931,3.16,-2.38,15.07,2.0,2.04,0.09,-0.342,0.0,0.006,-0.175,0.0
JIO10203,3.0,Rajasthan,Technology,M,41.0,24.0,1.0,33.0,0.725,2.15,0.9,14.81,4.0,2.72,-0.987,-0.104,2.0,0.191,0.042,1.0
JIO10204,6.0,UP East,Sales,M,137.0,18.0,20.0,8.0,1.074,2.57,0.34,18.41,1.0,0.89,0.39,0.03,0.0,0.156,-0.059,0.0
JIO10205,4.0,Punjab,Network,F,123.0,17.0,22.0,19.0,0.905,3.64,-4.71,18.6,0.0,1.48,0.316,0.003,0.0,0.052,-0.007,0.0
JIO10206,3.0,Mumbai,Technology,F,146.0,16.0,10.0,11.0,0.988,3.03,0.69,18.93,2.0,3.38,0.396,-0.161,0.0,0.238,-0.077,0.0
JIO10207,3.0,Maharashtra,Technology,F,156.0,41.0,2.0,34.0,0.976,4.08,-0.83,17.3,4.0,2.73,-0.547,-0.003,1.0,0.099,-0.044,0.0
JIO10208,3.0,Maharashtra,Sales,F,108.0,27.0,4.0,3.0,1.13,2.1,2.24,9.3,3.0,6.66,-0.478,-0.094,1.0,0.485,-0.177,1.0
JIO10209,3.0,UP East,Technology,M,138.0,36.0,8.0,16.0,0.719999999999995,4.76,-2.86,13.69,3.0,3.74,-0.369,0.156,4.0,0.297,-0.092,1.0
JIO10210,5.0,Maharashtra,Finance,M,54.0,23.0,1.0,21.0,0.891,3.24,3.59,17.68,2.0,1.73,0.606,0.815,0.0,0.058,0.051,0.0
JIO10211,4.0,Karnataka,Finance,F,121.0,46.0,13.0,14.0,0.893,3.25,-2.34,3.66999999999989,2.0,5.38,-0.939,-0.448,1.0,0.123,0.016,1.0
JIO10212,4.0,Tamil Nadu,Finance,M,93.0,25.0,7.0,14.0,0.953,3.2,4.51,19.49,1.0,5.21,-0.575,0.507,0.0,0.232,-0.074,1.0
JIO10213,6.0,Delhi,HR,F,122.0,27.0,10.0,1.0,0.998,4.03,0.38,15.25,2.0,4.76,-0.058,0.095,0.0,0.249,0.066,0.0
JIO10214,5.0,Tamil Nadu,Network,F,120.0,28.0,8.0,4.0,0.824,2.61,3.36,8.63,4.0,5.57,-1.304,-0.197,3.0,0.194,-0.251,1.0
JIO10215,6.0,UP East,Sales,F,46.0,19.0,18.0,23.0,1.102,2.71,0.38,13.85,0.0,1.83,0.413,-0.307,0.0,0.101,-0.037,1.0
JIO10216,3.0,Tamil Nadu,Network,M,108.0,35.0,22.0,16.0,0.813,2.85,1.54,21.22,1.0,6.01,0.016,0.326,0.0,0.106,-0.142,0.0
JIO10217,4.0,Gujarat,IT,M,116.0,41.0,16.0,35.0,0.939,3.35,0.62,16.94,3.0,4.52,0.435,0.165,2.0,0.596,0.023,0.0
JIO10218,5.0,Mumbai,Operations,M,41.0,28.0,10.0,24.0,1.066,2.58,1.07,12.63,3.0,5.45,-0.266,-0.362,1.0,0.032,-0.258,1.0
JIO10219,4.0,West Bengal,Sales,M,86.0,20.0,12.0,28.0,0.927,3.11,-1.98,11.67,2.0,3.5,-0.203,-0.237,2.0,0.072,-0.05,1.0
JIO10220,6.0,UP East,Sales,M,94.0,11.0,11.0,16.0,1.064,3.25,1.11,21.31,1.0,2.66,-0.281,0.039,2.0,0.007,-0.076,0.0
JIO10221,4.0,Rajasthan,HR,F,106.0,11.0,9.0,12.0,0.926,3.27,-2.73,23.25,0.0,5.85,-0.205,-0.101,1.0,0.304,-0.0,0.0
JIO10222,5.0,West Bengal,HR,M,50.0,17.0,19.0,29.0,0.808,3.18,1.69,21.03,2.0,3.5,-0.112,-0.526,0.0,0.289,-0.142,1.0
JIO10223,6.0,Mumbai,Operations,M,24.0,1.0,15.0,22.0,1.011,4.15,3.14,3.66999999999989,1.0,5.24,-0.358,-0.507,2.0,0.461,-0.24,1.0
JIO10224,3.0,Delhi,Operations,M,91.0,0.0,8.0,4.0,0.924,2.09,-1.36,13.34,1.0,0.98,0.474,0.949,3.0,0.217,0.003,0.0
JIO10225,3.0,Gujarat,HR,M,107.0,3.0,4.0,18.0,0.947,3.78,-2.94,14.14,2.0,3.21,-0.549,-0.089,0.0,0.126,-0.09,0.0
JIO10226,3.0,Tamil Nadu,Finance,M,169.0,35.0,3.0,20.0,1.237,4.55,-3.26,3.66999999999989,2.0,2.58,-0.497,0.229,2.0,0.089,0.029,1.0
JIO10227,4.0,Delhi,Sales,F,141.0,31.0,2.0,32.0,1.074,4.7,0.84,19.01,1.0,4.39,0.213,-0.047,1.0,0.009,0.005,0.0
JIO10228,5.0,Karnataka,Operations,F,130.0,15.0,11.0,26.0,1.036,3.42,-1.74,19.85,2.0,2.22,-0.337,0.444,1.0,0.206,0.151,0.0
JIO10229,4.0,Punjab,Technology,M,103.0,5.0,10.0,13.0,1.076,3.47,-3.62,18.81,1.0,2.86,-0.243,0.499,0.0,0.043,-0.145,0.0
JIO10230,4.0,Gujarat,Network,M,122.0,40.0,9.0,8.0,0.827,4.01,-3.83,25.0,4.0,2.16,0.205,0.593,1.0,0.194,0.058,0.0
JIO10231,4.0,UP East,HR,F,165.0,7.0,3.0,17.0,0.868,2.54,-0.59,25.0,0.0,4.21,0.832,-0.288,1.0,0.082,-0.077,0.0
JIO10232,4.0,Tamil Nadu,Operations,F,58.0,47.0,19.0,22.0,1.049,4.07,-1.04,19.28,1.0,2.2,0.27,0.388,0.0,0.064,-0.211,0.0
JIO10233,6.0,Karnataka,Operations,F,15.0,5.0,13.0,27.0,1.094,3.7,2.82,14.4,4.0,1.96,0.571,0.073,0.0,0.186,-0.033,0.0
JIO10234,4.0,Gujarat,HR,M,82.0,46.0,0.0,3.0,0.846,3.22,-1.46,13.04,1.0,0.25,-0.148,-0.132,0.0,0.35,-0.055,0.0
JIO10235,5.0,Maharashtra,Finance,M,146.0,42.0,11.0,4.0,1.035,3.29,-0.89,21.03,4.0,0.49,-0.016,0.325,1.0,0.002,0.061,0.0
JIO10236,4.0,Mumbai,HR,M,9.0,0.0,1.0,31.0,0.839,2.67,-0.48,22.35,1.0,3.54,0.149,-0.087,0.0,0.066,-0.176,0.0
JIO10237,4.0,Punjab,Technology,M,113.0,31.0,19.0,33.0,0.874,3.28,-5.43,3.66999999999989,0.0,4.47,-0.603,-0.229,2.0,0.192,-0.113,1.0
JIO10238,7.0,West Bengal,Operations,M,156.0,42.0,14.0,25.0,1.02,3.55,0.3,5.98,0.0,4.1,0.022,-0.157,0.0,0.477,-0.169,1.0
JIO10239,5.0,Punjab,Finance,F,86.0,8.0,6.0,18.0,0.993,3.83,2.37,15.7,4.0,2.64,0.569,-0.356,0.0,0.057,0.112,0.0
JIO10240,3.0,Punjab,Network,M,92.0,31.0,20.0,11.0,0.862,1.82,-3.76,15.95,2.0,4.09,0.192,0.21,1.0,0.083,-0.179,0.0
JIO10241,6.0,Maharashtra,Network,M,27.0,15.0,6.0,28.0,0.956,4.3,0.48,21.62,2.0,1.14,0.052,0.272,1.0,0.188,-0.01,0.0
JIO10242,3.0,Mumbai,HR,F,47.0,21.0,23.0,14.0,1.029,3.12,6.41,14.96,3.0,2.66,0.324,-0.178,0.0,0.226,-0.028,0.0
JIO10243,6.0,Punjab,Operations,F,50.0,16.0,3.0,21.0,0.784,3.53,-0.31,9.37,2.0,6.03,-0.628,-0.515,2.0,0.177,-0.087,1.0
JIO10244,6.0,Tamil Nadu,HR,M,177.0,24.0,0.0,1.0,1.094,3.13,-5.26,8.92,2.0,2.19,0.378,-0.016,0.0,0.403,0.077,0.0
JIO10245,7.0,Gujarat,Sales,M,118.0,23.0,23.0,1.0,1.001,2.74,2.1,13.1,2.0,3.36,-0.533,-0.608,1.0,0.454,0.038,1.0
JIO10246,3.0,Rajasthan,Finance,M,132.0,16.0,12.0,27.0,0.997,3.03,-1.77,14.41,2.0,2.57,0.616,0.211,1.0,0.139,-0.065,0.0
JIO10247,3.0,Tamil Nadu,Technology,M,54.0,10.0,0.0,6.0,1.19,3.82,-1.02,18.85,3.0,3.9,-0.437,0.063,1.0,0.22,-0.048,0.0
JIO10248,4.0,Punjab,Network,M,2.0,1.0,10.0,4.0,0.963,4.32,0.04,16.12,2.0,1.32,0.045,0.479,1.0,0.202,-0.014,0.0
JIO10249,6.0,Karnataka,IT,M,90.0,2.0,22.0,14.0,0.807,4.26,2.02,19.29,5.0,1.39,-0.184,-0.693,1.0,0.106,0.041,0.0
JIO10250,5.0,Rajasthan,HR,F,159.0,45.0,0.0,25.0,0.975,4.16,-3.25,15.3,3.0,2.65,0.338,0.058,0.0,0.078,0.058,0.0
JIO10251,3.0,Tamil Nadu,IT,M,38.0,3.0,6.0,6.0,1.047,3.46,1.27,19.61,1.0,2.65,-0.776,0.686,0.0,0.143,0.188,0.0
JIO10252,5.0,West Bengal,Operations,F,150.0,20.0,6.0,13.0,1.119,3.4,2.92,9.09,1.0,5.22,-0.811,-0.21,2.0,0.439,-0.12,1.0
JIO10253,3.0,Mumbai,Network,M,33.0,10.0,23.0,11.0,0.985,2.84,-3.78,23.9,2.0,3.81,0.142,0.366,2.0,0.141,0.092,0.0
JIO10254,6.0,Rajasthan,Finance,M,5.0,1.0,0.0,3.0,0.904,3.78,-4.09,21.75,3.0,0.67,-0.26,0.296,1.0,0.075,-0.049,0.0
JIO10255,5.0,Maharashtra,Finance,F,64.0,2.0,2.0,30.0,0.9,2.96,-1.55,7.1,1.0,3.83,-0.197,-0.275,3.0,0.408,-0.112,1.0
JIO10256,4.0,West Bengal,Sales,F,118.0,1.0,23.0,26.0,0.896,2.68,-1.81,11.96,0.0,3.03,-0.405,-0.138,2.0,0.406,0.006,1.0
JIO10257,4.0,Tamil Nadu,Operations,F,10.0,2.0,14.0,34.0,0.855,3.43,0.24,16.63,2.0,5.37,-0.517,0.039,0.0,0.461,-0.15,1.0
JIO10258,5.0,Gujarat,HR,M,83.0,18.0,8.0,18.0,1.156,3.62,0.07,11.81,4.0,3.1,0.248,0.346,1.0,0.033,0.064,0.0
JIO10259,3.0,Tamil Nadu,Sales,M,44.0,31.0,17.0,1.0,1.031,2.89,-4.1,15.06,1.0,1.86,-0.781,-0.596,3.0,0.259,-0.17,1.0
JIO10260,5.0,Punjab,Sales,M,62.0,28.0,15.0,5.0,1.069,4.2,1.14,16.41,4.0,4.87,-0.159,-0.455,1.0,0.345,-0.061,0.0
JIO10261,6.0,Tamil Nadu,Technology,M,57.0,15.0,23.0,14.0,0.989,2.86,1.03,15.68,1.0,4.2,-0.756,0.534,2.0,0.363,-0.095,1.0
JIO10262,6.0,West Bengal,Sales,M,76.0,3.0,15.0,23.0,0.951,3.71,1.36,15.85,4.0,1.54,0.309,0.414,0.0,0.259,-0.115,0.0
JIO10263,4.0,West Bengal,HR,M,112.0,42.0,10.0,2.0,1.177,2.71,-1.46,16.56,2.0,6.22,-0.402,-0.581,2.0,0.506,-0.22,1.0
JIO10264,4.0,Gujarat,IT,M,163.0,46.0,4.0,14.0,0.998,3.07,2.12,14.64,2.0,4.1,-1.282,-0.613,3.0,0.177,-0.048,1.0
JIO10265,3.0,Punjab,Network,M,96.0,44.0,10.0,5.0,0.934,4.46,4.4,10.56,1.0,4.57,-0.929,-0.617,1.0,0.478,-0.173,1.0
JIO10266,6.0,Punjab,Network,F,173.0,18.0,1.0,4.0,1.071,4.39,-0.36,11.09,2.0,5.62,-0.91,-0.435,2.0,0.423,-0.209,1.0
JIO10267,5.0,Rajasthan,Finance,M,127.0,26.0,7.0,15.0,1.137,3.84,-0.85,21.34,6.0,4.05,-0.267,-0.214,0.0,0.39,-0.058,0.0
JIO10268,5.0,Gujarat,Technology,M,130.0,12.0,3.0,17.0,0.948,4.25,-1.09,24.18,5.0,4.29,0.012,0.149,1.0,0.333,0.016,0.0
JIO10269,5.0,Tamil Nadu,Network,M,155.0,36.0,14.0,6.0,0.918,4.67,-1.94,20.5,2.0,0.47,0.444,-0.627,0.0,0.168,0.142,0.0
JIO10270,4.0,Rajasthan,Sales,F,79.0,22.0,16.0,14.0,1.061,3.44,0.29,21.82,2.0,0.55,-0.096,-0.278,0.0,0.326,-0.044,0.0
JIO10271,5.0,Karnataka,Finance,M,89.0,35.0,1.0,26.0,0.818,3.71,3.16,9.26,2.0,4.69,-0.124,-0.314,0.0,0.103,-0.027,1.0
JIO10272,4.0,Gujarat,Technology,M,93.0,41.0,9.0,5.0,0.955,2.14,1.34,16.62,2.0,1.47,-0.268,0.307,1.0,0.141,-0.0,0.0
JIO10273,5.0,West Bengal,Finance,M,81.0,30.0,18.0,3.0,1.188,2.36,-4.27,10.4,2.0,2.31,-0.026,-0.108,2.0,0.514,-0.094,0.0
JIO10274,4.0,Maharashtra,Sales,F,11.0,0.0,0.0,7.0,0.849,4.39,0.2,14.85,1.0,4.56,-0.049,-0.134,0.0,0.032,0.006,0.0
JIO10275,3.0,Tamil Nadu,HR,M,86.0,23.0,1.0,35.0,0.735,3.73,-4.45,13.99,3.0,4.43,-1.107,0.325,3.0,0.431,0.017,1.0
JIO10276,3.0,Delhi,Technology,F,29.0,15.0,9.0,29.0,1.041,5.0,2.64,17.7,4.0,3.25,0.154,-0.057,0.0,0.224,0.139,0.0
JIO10277,5.0,Maharashtra,Finance,M,137.0,4.0,11.0,17.0,0.776,3.46,-3.64,23.04,4.0,3.34,-0.663,-0.226,2.0,0.271,-0.025,0.0
JIO10278,4.0,Punjab,Network,F,4.0,1.0,20.0,31.0,0.967,3.9,-0.39,18.88,2.0,5.71,-0.038,0.156,0.0,0.048,-0.059,0.0
JIO10279,3.0,Karnataka,HR,F,80.0,33.0,5.0,33.0,1.096,1.82,2.6,17.67,3.0,2.5,-0.57,-0.06,0.0,0.236,0.021,0.0
JIO10280,3.0,UP East,IT,M,108.0,5.0,23.0,24.0,0.995,2.85,0.08,14.65,4.0,0.82,0.152,-0.279,3.0,0.056,0.031,1.0
JIO10281,5.0,West Bengal,IT,F,168.0,10.0,20.0,13.0,0.834,2.87,0.02,15.69,1.0,2.83,-1.268,-0.196,3.0,0.221,-0.066,1.0
JIO10282,4.0,Rajasthan,Finance,M,97.0,44.0,7.0,27.0,1.049,2.84,-0.14,3.66999999999989,0.0,3.5,-1.292,-0.263,1.0,0.219,-0.089,1.0
JIO10283,3.0,Tamil Nadu,Technology,M,122.0,39.0,16.0,34.0,0.96,3.73,-0.81,13.66,0.0,2.17,0.213,0.475,2.0,0.227,0.022,0.0
JIO10284,3.0,West Bengal,IT,M,125.0,11.0,22.0,10.0,1.091,4.23,0.98,16.65,3.0,3.73,-0.026,-0.2,2.0,0.18,-0.007,1.0
JIO10285,5.0,Delhi,Operations,F,143.0,43.0,15.0,18.0,0.804,2.31,-3.68,11.43,1.0,4.87,-0.633,0.061,1.0,0.486,-0.157,1.0
JIO10286,3.0,UP East,IT,F,43.0,8.0,19.0,4.0,0.944,4.23,-0.5,19.48,3.0,1.77,0.406,0.624,1.0,0.38,-0.054,0.0
JIO10287,6.0,Karnataka,Finance,M,64.0,9.0,19.0,20.0,0.958,2.92,0.49,17.13,4.0,3.74,0.259,0.5,3.0,0.102,-0.144,0.0
JIO10288,5.0,Gujarat,HR,M,83.0,46.0,23.0,10.0,0.939,4.97,-0.73,19.84,5.0,2.19,0.091,-0.241,1.0,0.098,0.056,0.0
JIO10289,4.0,Gujarat,IT,M,55.0,27.0,16.0,4.0,0.974,2.8,5.6,19.54,2.0,0.74,0.118,0.058,0.0,0.185,0.075,0.0
JIO10290,4.0,West Bengal,HR,M,92.0,37.0,0.0,10.0,1.022,4.27,0.42,20.35,5.0,0.68,0.612,0.468,3.0,0.151,-0.103,0.0
JIO10291,7.0,Maharashtra,Operations,M,28.0,12.0,20.0,8.0,0.92,2.68,-0.52,14.84,0.0,7.08,-0.508,-0.594,1.0,0.167,-0.136,1.0
JIO10292,6.0,UP East,Sales,M,154.0,36.0,12.0,19.0,0.885,3.5,-0.58,17.95,1.0,3.89,-0.151,0.484,0.0,0.047,-0.03,0.0
JIO10293,3.0,Rajasthan,Finance,F,5.0,1.0,19.0,4.0,0.971,3.78,1.67,18.3,2.0,4.89,0.281,-0.223,1.0,0.25,-0.134,0.0
JIO10294,4.0,Tamil Nadu,Network,F,167.0,10.0,12.0,11.0,0.926,3.89,-0.4,11.3,2.0,5.56,-0.858,-0.517,2.0,0.466,-0.121,1.0
JIO10295,4.0,UP East,Network,M,46.0,29.0,6.0,31.0,0.884,2.8,0.52,21.12,2.0,3.29,0.702,0.407,0.0,0.021,0.074,0.0
JIO10296,4.0,UP East,Operations,M,16.0,3.0,23.0,35.0,0.919,3.32,0.59,21.14,0.0,0.0,0.086,0.285,3.0,0.107,0.13,0.0
JIO10297,4.0,Rajasthan,HR,M,12.0,8.0,4.0,21.0,1.009,4.83,3.09,15.24,1.0,4.61,0.046,-0.497,0.0,0.228,-0.192,1.0
JIO10298,4.0,Karnataka,Operations,M,87.0,21.0,4.0,33.0,1.062,3.11,2.99,11.84,2.0,0.35,0.274,0.499,0.0,0.229,0.013,0.0
JIO10299,3.0,Maharashtra,Finance,F,15.0,3.0,0.0,17.0,0.924,3.26,-5.22,23.37,3.0,1.1,0.742,-0.429,0.0,0.066,0.012,0.0
JIO10300,3.0,Rajasthan,Technology,F,58.0,14.0,1.0,21.0,1.069,2.64,2.15,21.69,1.0,2.28,-0.248,-0.315,2.0,0.648000000000003,-0.183,1.0
JIO10301,3.0,Punjab,IT,F,81.0,0.0,7.0,27.0,0.918,4.06,-1.88,25.0,4.0,0.0,-0.225,-0.379,2.0,0.113,0.08,0.0
JIO10302,5.0,Tamil Nadu,Operations,M,165.0,23.0,6.0,21.0,1.066,3.61,-0.76,14.89,3.0,5.45,-0.196,-0.175,1.0,0.215,-0.022,1.0
JIO10303,4.0,UP East,IT,F,156.0,23.0,16.0,6.0,0.907,2.63,0.92,17.79,1.0,4.03,0.959,0.695,1.0,0.164,0.028,0.0
JIO10304,3.0,Rajasthan,Network,F,133.0,9.0,13.0,6.0,1.103,4.22,-3.33,17.51,2.0,3.16,-0.283,0.196,0.0,0.648000000000003,0.044,0.0
JIO10305,4.0,Mumbai,Network,M,125.0,36.0,1.0,11.0,0.989,3.86,-0.46,23.15,2.0,1.0,-0.223,0.034,0.0,0.063,-0.011,0.0
JIO10306,3.0,Gujarat,Operations,F,34.0,12.0,4.0,18.0,0.997,3.39,-1.31,23.08,3.0,2.53,-0.333,0.446,0.0,0.332,-0.103,0.0
JIO10307,4.0,Tamil Nadu,Sales,F,69.0,34.0,18.0,21.0,1.138,3.58,-1.41,16.77,2.0,2.21,0.667,1.344,0.0,0.054,0.021,0.0
JIO10308,4.0,West Bengal,Network,M,134.0,26.0,20.0,4.0,0.791,4.21,-5.2,15.74,1.0,4.55,-1.29,-0.42,3.0,0.549,-0.177,1.0
JIO10309,3.0,Delhi,Network,M,133.0,25.0,7.0,12.0,0.883,3.33,-3.94,12.99,1.0,1.03,0.09,-0.171,2.0,0.228,0.132,0.0
JIO10310,6.0,West Bengal,IT,M,69.0,47.0,11.0,6.0,0.913,3.57,-2.79,24.7,1.0,2.55,-0.147,0.28,0.0,0.036,-0.086,0.0
